Order_ID,Order_Date,Customer_ID,Product_Name,Category,Region,Sales,Quantity,Profit,Payment_Mode
ORD100243,2025-07-01,CUST1880,Yoga Mat,Sports,North,151.3,1,16.72,UPI
ORD100160,2025-03-11,CUST1823,Protein Bar Pack,Grocery,Central,18.73,1,3.88,Debit Card
ORD100525,2024-08-05,CUST1280,Blender Pro,Home,West,70.1,1,8.06,Debit Card
ORD100036,2026-02-13,CUST1942,Trail Backpack,Sports,Central,116.79,1,32.31,UPI
ORD100541,2026-03-06,CUST1082,Kitchen Knife Set,Home,East,165.39,1,36.17,Credit Card
ORD100171,2024-07-04,CUST1667,Smartwatch Pro,Electronics,South,896.83,1,295.79,Debit Card
ORD100656,2025-02-09,CUST1743,Wireless Mouse,Electronics,Central,109.87,1,17.43,Credit Card
ORD100607,2024-05-27,CUST1656,Smartphone X,Electronics,West,207.08,1,23.13,Credit Card
ORD100686,2024-05-18,CUST1905,"LED Monitor 24""",Electronics,North,551.69,1,95.73,Credit Card
ORD100096,2025-03-11,CUST1249,Blender Pro,Home,Central,69.63,1,14.82,Debit Card
ORD100564,2024-08-20,CUST1365,Smartphone X,Electronics,North,489.81,1,98.34,Net Banking
ORD100241,2025-06-10,CUST1710,Blender Pro,Home,West,66.96,2,4.68,Cash
ORD100575,2026-02-22,CUST1980,Organic Coffee,Grocery,South,19.61,1,5.05,Cash
ORD100461,2025-10-19,CUST1389,Noise-Cancel Headphones,Electronics,South,704.82,1,240.22,Debit Card
ORD100554,2025-08-07,CUST1921,Noise-Cancel Headphones,Electronics,South,201.05,1,41.16,Cash
ORD100616,2024-04-09,CUST1259,Formal Shirt,Apparel,Central,76.81,1,8.39,Credit Card
ORD100207,2025-04-23,CUST1442,Smartphone X,Electronics,Central,341.46,2,35.97,Credit Card
ORD100393,2025-08-06,CUST1962,Air Purifier,Home,North,121.04,1,33.69,Net Banking
ORD100398,2024-06-04,CUST1220,Denim Jacket,Apparel,West,92.1,1,21.76,Net Banking
ORD100594,2024-11-08,CUST1676,Tennis Racket,Sports,East,272.54,2,87.36,Net Banking
ORD100218,2024-07-24,CUST1787,"LED Monitor 24""",Electronics,East,818.52,1,223.97,Cash
ORD100005,2024-05-20,CUST1677,"LED Monitor 24""",Electronics,East,1932.72,2,202.06,Cash
ORD100627,2025-02-15,CUST1925,Kitchen Knife Set,Home,South,110.38,1,28.33,UPI
ORD100547,2025-06-08,CUST1454,Classic Lamp,Home,East,310.0,4,65.72,Cash
ORD100099,2025-12-02,CUST1111,Tennis Racket,Sports,Central,247.81,1,69.63,Cash
ORD100574,2024-09-26,CUST1923,Air Purifier,Home,North,221.21,1,19.12,Cash
ORD100407,2025-10-08,CUST1232,Running Shoes,Apparel,West,30.07,1,10.08,Debit Card
ORD100503,2024-09-29,CUST1931,Smartwatch Pro,Electronics,South,505.38,1,117.44,Debit Card
ORD100048,2026-01-22,CUST1438,Blender Pro,Home,West,64.82,1,9.09,UPI
ORD100033,2025-05-17,CUST1336,Denim Jacket,Apparel,North,84.09,1,4.85,Net Banking
ORD100201,2025-07-18,CUST1578,"LED Monitor 24""",Electronics,South,963.62,1,99.35,Credit Card
ORD100135,2025-04-21,CUST1259,Classic Lamp,Home,East,237.72,1,34.71,Cash
ORD100028,2024-05-26,CUST1094,Wireless Mouse,Electronics,East,425.94,1,29.42,UPI
ORD100618,2025-01-16,CUST1765,Gourmet Tea,Grocery,West,74.48,2,22.64,Cash
ORD100231,2024-12-13,CUST1304,Noise-Cancel Headphones,Electronics,West,1062.54,1,214.93,Debit Card
ORD100490,2025-12-05,CUST1789,Scented Candle,Home,East,160.2,1,45.61,Credit Card
ORD100379,2025-08-11,CUST1183,Gourmet Tea,Grocery,Central,13.86,1,4.23,Debit Card
ORD100289,2025-11-10,CUST1693,Kitchen Knife Set,Home,South,51.19,1,4.94,Debit Card
ORD100419,2025-06-27,CUST1750,Yoga Mat,Sports,North,178.87,1,19.7,UPI
ORD100392,2025-11-13,CUST1889,Denim Jacket,Apparel,West,75.78,1,16.07,Debit Card
ORD100593,2024-10-25,CUST1424,Scented Candle,Home,East,167.84,1,21.22,Net Banking
ORD100499,2025-12-19,CUST1090,"LED Monitor 24""",Electronics,West,908.69,1,214.31,Net Banking
ORD100139,2026-03-13,CUST1509,Gourmet Tea,Grocery,Central,19.49,1,2.69,Debit Card
ORD100063,2025-10-27,CUST1782,Wireless Mouse,Electronics,Central,1632.1,2,340.94,Cash
ORD100472,2026-03-07,CUST1341,Trail Backpack,Sports,West,130.02,1,43.03,Cash
ORD100129,2024-09-01,CUST1850,Wireless Mouse,Electronics,North,357.68,1,48.15,Credit Card
ORD100684,2024-12-25,CUST1955,Smartwatch Pro,Electronics,South,917.83,1,179.35,Net Banking
ORD100521,2024-08-03,CUST1216,Formal Shirt,Apparel,West,67.4,1,19.15,Credit Card
ORD100065,2024-06-19,CUST1160,Classic Lamp,Home,West,272.76,2,41.38,UPI
ORD100015,2026-02-20,CUST1665,Gourmet Tea,Grocery,West,6.52,1,0.83,Net Banking
ORD100157,2025-08-23,CUST1611,Protein Bar Pack,Grocery,East,44.04,1,2.36,UPI
ORD100041,2024-07-22,CUST1797,Wireless Mouse,Electronics,South,2783.42,2,404.71,Credit Card
ORD100493,2025-10-29,CUST1840,Gourmet Tea,Grocery,North,66.94,2,19.37,Cash
ORD100380,2024-11-25,CUST1457,Smartphone X,Electronics,North,532.21,1,121.2,Credit Card
ORD100188,2026-02-09,CUST1533,"LED Monitor 24""",Electronics,West,108.64,1,5.91,UPI
ORD100217,2025-11-21,CUST1410,Air Purifier,Home,Central,243.88,1,18.55,Net Banking
ORD100053,2025-06-16,CUST1677,Gourmet Tea,Grocery,North,38.6,1,4.68,Cash
ORD100338,2025-02-28,CUST1727,Organic Coffee,Grocery,East,143.76,4,8.89,Net Banking
ORD100296,2025-04-21,CUST1840,Noise-Cancel Headphones,Electronics,Central,139.4,1,16.93,Net Banking
ORD100252,2025-11-15,CUST1642,Running Shoes,Apparel,West,61.1,1,17.61,Cash
ORD100462,2025-02-13,CUST1316,Tennis Racket,Sports,East,246.65,1,36.39,Cash
ORD100456,2026-03-26,CUST1805,Noise-Cancel Headphones,Electronics,Central,653.88,1,211.01,Net Banking
ORD100159,2024-07-12,CUST1403,Gourmet Tea,Grocery,East,31.54,1,2.28,Credit Card
ORD100270,2024-10-05,CUST1026,Trail Backpack,Sports,Central,715.3,2,60.06,Net Banking
ORD100202,2025-10-21,CUST1487,Noise-Cancel Headphones,Electronics,North,130.33,1,24.53,Credit Card
ORD100162,2025-06-04,CUST1597,Electric Kettle,Home,North,170.46,1,54.61,Debit Card
ORD100556,2025-09-10,CUST1403,Yoga Mat,Sports,West,247.84,2,81.58,Debit Card
ORD100402,2025-05-13,CUST1277,Tennis Racket,Sports,East,314.09,1,88.3,Debit Card
ORD100477,2024-05-12,CUST1796,Yoga Mat,Sports,North,89.39,1,16.66,UPI
ORD100106,2024-11-21,CUST1826,Wireless Mouse,Electronics,Central,1004.65,1,102.46,Cash
ORD100566,2025-04-10,CUST1098,Air Purifier,Home,Central,86.79,1,7.86,UPI
ORD100390,2024-10-15,CUST1510,Yoga Mat,Sports,South,80.9,1,11.01,Net Banking
ORD100002,2024-11-13,CUST1238,Formal Shirt,Apparel,Central,75.95,1,7.35,Net Banking
ORD100657,2025-07-07,CUST1305,Smartwatch Pro,Electronics,North,1015.7,1,58.16,Net Banking
ORD100562,2026-01-24,CUST1250,Classic Lamp,Home,North,353.78,2,109.18,UPI
ORD100081,2025-01-23,CUST1232,Running Shoes,Apparel,West,328.5,3,106.58,Cash
ORD100206,2024-06-20,CUST1348,Kitchen Knife Set,Home,Central,419.06,2,55.76,UPI
ORD100035,2024-10-15,CUST1260,Noise-Cancel Headphones,Electronics,West,1173.95,1,378.33,Debit Card
ORD100509,2024-10-05,CUST1320,Air Purifier,Home,North,166.48,1,22.55,UPI
ORD100428,2026-02-14,CUST1437,Organic Coffee,Grocery,South,29.35,1,1.55,Net Banking
ORD100455,2025-06-15,CUST1414,Noise-Cancel Headphones,Electronics,Central,537.45,1,145.08,Net Banking
ORD100367,2026-02-02,CUST1919,Running Shoes,Apparel,Central,38.02,1,2.56,Cash
ORD100092,2026-03-22,CUST1309,Wireless Mouse,Electronics,North,2400.54,2,481.2,Net Banking
ORD100340,2024-06-06,CUST1707,Electric Kettle,Home,South,235.12,1,14.15,Net Banking
ORD100565,2024-10-19,CUST1784,Smartphone X,Electronics,North,220.06,1,35.27,Cash
ORD100346,2026-03-29,CUST1325,Formal Shirt,Apparel,South,96.19,1,25.72,UPI
ORD100242,2024-08-18,CUST1656,Blender Pro,Home,North,153.35,1,46.4,Debit Card
ORD100014,2024-08-10,CUST1131,Protein Bar Pack,Grocery,Central,34.77,1,6.9,Debit Card
ORD100316,2025-04-28,CUST1126,Air Purifier,Home,East,116.81,1,37.38,Credit Card
ORD100601,2024-11-09,CUST1993,Denim Jacket,Apparel,West,71.7,3,11.18,Credit Card
ORD100388,2024-12-24,CUST1069,Scented Candle,Home,South,172.89,1,47.21,Credit Card
ORD100274,2025-12-23,CUST1206,Blender Pro,Home,East,216.54,1,11.13,Net Banking
ORD100167,2025-01-09,CUST1294,Organic Coffee,Grocery,Central,124.26,3,32.24,Debit Card
ORD100698,2025-03-09,CUST1826,Scented Candle,Home,South,313.2,3,64.83,Net Banking
ORD100647,2024-10-31,CUST1932,Gourmet Tea,Grocery,South,18.89,1,1.28,Debit Card
ORD100485,2024-08-29,CUST1881,Kitchen Knife Set,Home,East,495.9,2,29.32,Cash
ORD100687,2024-11-21,CUST1706,Wireless Mouse,Electronics,North,295.25,1,20.28,Credit Card
ORD100505,2024-09-22,CUST1215,Smartwatch Pro,Electronics,East,910.59,3,99.01,UPI
ORD100244,2025-01-12,CUST1660,Running Shoes,Apparel,South,72.16,1,21.24,Cash
ORD100567,2024-07-17,CUST1223,Blender Pro,Home,Central,227.4,3,77.26,Net Banking
ORD100563,2026-01-07,CUST1702,Protein Bar Pack,Grocery,North,26.34,2,6.11,Debit Card
ORD100190,2026-03-29,CUST1147,Tennis Racket,Sports,North,112.17,1,17.33,Debit Card
ORD100476,2024-05-06,CUST1278,Wireless Mouse,Electronics,North,826.29,3,277.26,Cash
ORD100511,2024-08-04,CUST1088,Kitchen Knife Set,Home,South,116.49,1,30.85,Credit Card
ORD100059,2024-12-17,CUST1236,Organic Coffee,Grocery,South,26.25,1,6.75,UPI
ORD100475,2024-05-05,CUST1347,Scented Candle,Home,Central,194.37,1,67.25,Cash
ORD100561,2024-04-06,CUST1157,Denim Jacket,Apparel,East,80.14,1,19.42,UPI
ORD100253,2026-02-23,CUST1740,Organic Coffee,Grocery,South,3.67,1,1.17,Cash
ORD100022,2024-05-25,CUST1598,Protein Bar Pack,Grocery,Central,20.97,1,4.46,Credit Card
ORD100314,2025-05-22,CUST1019,"LED Monitor 24""",Electronics,South,192.78,1,41.69,Cash
ORD100460,2026-01-28,CUST1928,Smartphone X,Electronics,North,856.72,1,195.23,Net Banking
ORD100161,2025-02-04,CUST1607,Trail Backpack,Sports,Central,324.22,1,60.42,Cash
ORD100277,2025-04-26,CUST1314,Electric Kettle,Home,South,62.75,1,7.37,Net Banking
ORD100192,2025-11-26,CUST1741,Air Purifier,Home,South,155.65,1,52.12,Debit Card
ORD100386,2025-05-25,CUST1518,Organic Coffee,Grocery,Central,29.88,1,9.39,Net Banking
ORD100414,2024-08-06,CUST1997,"LED Monitor 24""",Electronics,West,669.86,1,189.56,Credit Card
ORD100492,2025-03-22,CUST1091,Smartwatch Pro,Electronics,North,,1,156.37,Net Banking
ORD100344,2025-09-12,CUST1122,Scented Candle,Home,North,205.06,2,46.93,Cash
ORD100309,2025-05-28,CUST1583,Tennis Racket,Sports,South,192.89,1,25.19,Debit Card
ORD100662,2025-04-17,CUST1943,Organic Coffee,Grocery,Central,12.39,1,0.92,Credit Card
ORD100131,2025-07-31,CUST1712,Blender Pro,Home,West,500.12,4,80.82,Net Banking
ORD100664,2025-08-17,CUST1002,Organic Coffee,Grocery,Central,27.98,1,2.73,Cash
ORD100100,2024-06-05,CUST1490,Scented Candle,Home,West,195.43,1,14.78,Net Banking
ORD100373,2025-07-12,CUST1610,Smartwatch Pro,Electronics,North,592.42,1,76.83,Net Banking
ORD100088,2025-06-03,CUST1179,Yoga Mat,Sports,South,372.04,4,76.45,Debit Card
ORD100459,2024-08-20,CUST1402,Wireless Mouse,Electronics,East,306.42,1,56.26,UPI
ORD100331,2025-07-11,CUST1116,Organic Coffee,Grocery,South,36.77,1,4.84,Cash
ORD100215,2024-10-05,CUST1698,Air Purifier,Home,North,234.65,1,20.16,Credit Card
ORD100467,2024-06-09,CUST1299,Protein Bar Pack,Grocery,South,20.74,1,2.08,Debit Card
ORD100122,2025-11-21,CUST1679,Blender Pro,Home,East,112.05,1,18.58,Credit Card
ORD100615,2024-12-22,CUST1074,Organic Coffee,Grocery,Central,40.09,1,13.35,Net Banking
ORD100021,2025-07-13,CUST1292,Wireless Mouse,Electronics,Central,584.39,1,174.51,Net Banking
ORD100072,2025-06-01,CUST1055,Yoga Mat,Sports,Central,89.89,1,10.89,Net Banking
ORD100107,2025-02-14,CUST1943,Trail Backpack,Sports,East,55.33,1,11.88,Credit Card
ORD100271,2024-11-28,CUST1997,Smartphone X,Electronics,North,1552.24,4,135.66,Debit Card
ORD100436,2024-11-16,CUST1156,Noise-Cancel Headphones,Electronics,West,2079.96,2,604.27,UPI
ORD100103,2024-12-21,CUST1383,Blender Pro,Home,West,34.7,1,10.01,Debit Card
